2020-04-30 14:23:27,883 [INFO] | File "api_request.py" in "api_request" line 28: Handling google API request tour+eiffel
2020-04-30 14:23:27,884 [INFO] | File "api_request.py" in "api_request" line 38: Return google API result : {'address': 'Champ de Mars, 5 Avenue Anatole France, 75007 Paris, France', 'lat': 48.85837009999999, 'lon': 2.2944813}
2020-04-30 14:23:42,659 [INFO] | File "api_request.py" in "api_request" line 28: Handling google API request tour+eiffel
2020-04-30 14:23:42,659 [INFO] | File "api_request.py" in "api_request" line 38: Return google API result : {'address': 'Champ de Mars, 5 Avenue Anatole France, 75007 Paris, France', 'lat': 48.85837009999999, 'lon': 2.2944813}
2020-04-30 14:24:12,852 [INFO] | File "api_request.py" in "api_request" line 28: Handling google API request tour+eiffel
2020-04-30 14:24:12,853 [INFO] | File "api_request.py" in "api_request" line 38: Return google API result : {'address': 'Champ de Mars, 5 Avenue Anatole France, 75007 Paris, France', 'lat': 48.85837009999999, 'lon': 2.2944813}
2020-04-30 14:40:28,316 [INFO] | File "api_request.py" in "api_request" line 28: Handling google API request tour+eiffel
2020-04-30 14:40:28,317 [INFO] | File "api_request.py" in "api_request" line 38: Return google API result : {'address': 'Champ de Mars, 5 Avenue Anatole France, 75007 Paris, France', 'lat': 48.85837009999999, 'lon': 2.2944813}
2020-04-30 15:08:59,871 [INFO] | File "_internal.py" in "_log" line 113:  * Restarting with stat
2020-04-30 15:09:00,304 [WARNING] | File "_internal.py" in "_log" line 113:  * Debugger is active!
2020-04-30 15:09:00,313 [INFO] | File "_internal.py" in "_log" line 113:  * Debugger PIN: 762-585-039
2020-04-30 15:09:00,320 [INFO] | File "_internal.py" in "_log" line 113:  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2020-04-30 15:09:15,520 [INFO] | File "_internal.py" in "_log" line 113: 127.0.0.1 - - [30/Apr/2020 15:09:15] "[37mGET / HTTP/1.1[0m" 200 -
2020-04-30 15:09:15,564 [INFO] | File "_internal.py" in "_log" line 113: 127.0.0.1 - - [30/Apr/2020 15:09:15] "[37mGET /static/css/style.css HTTP/1.1[0m" 200 -
2020-04-30 15:09:15,591 [INFO] | File "_internal.py" in "_log" line 113: 127.0.0.1 - - [30/Apr/2020 15:09:15] "[37mGET /static/js/script.js HTTP/1.1[0m" 200 -
2020-04-30 15:09:15,592 [INFO] | File "_internal.py" in "_log" line 113: 127.0.0.1 - - [30/Apr/2020 15:09:15] "[37mGET /static/img/logo.png HTTP/1.1[0m" 200 -
2020-04-30 15:09:39,800 [INFO] | File "api_request.py" in "api_request" line 28: Handling google API request tour+eiffel
2020-04-30 15:09:39,804 [DEBUG] | File "connectionpool.py" in "_new_conn" line 941: Starting new HTTPS connection (1): maps.googleapis.com:443
2020-04-30 15:09:50,954 [DEBUG] | File "connectionpool.py" in "_make_request" line 442: https://maps.googleapis.com:443 "GET /maps/api/geocode/json?address=tour+eiffel&key=AIzaSyCqErZHC1mA87hEwpDIPiTULuKq9h0V8oI HTTP/1.1" 200 None
2020-04-30 15:09:50,956 [INFO] | File "api_request.py" in "api_request" line 55: No coordinate found : list index out of range : {'address': None, 'lat': 43.1, 'lon': 6.1}
2020-04-30 15:09:50,957 [INFO] | File "_internal.py" in "_log" line 113: 127.0.0.1 - - [30/Apr/2020 15:09:50] "[37mPOST /ajax HTTP/1.1[0m" 200 -
2020-04-30 15:10:17,674 [INFO] | File "_internal.py" in "_log" line 113:  * Detected change in 'C:\\Users\\X370\\projects\\P7_GrandPy\\app\\config\\config.py', reloading
2020-04-30 15:10:17,709 [INFO] | File "_internal.py" in "_log" line 113:  * Restarting with stat
2020-04-30 15:10:18,152 [WARNING] | File "_internal.py" in "_log" line 113:  * Debugger is active!
2020-04-30 15:10:18,157 [INFO] | File "_internal.py" in "_log" line 113:  * Debugger PIN: 762-585-039
2020-04-30 15:10:18,164 [INFO] | File "_internal.py" in "_log" line 113:  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2020-04-30 15:10:18,621 [INFO] | File "_internal.py" in "_log" line 113: 127.0.0.1 - - [30/Apr/2020 15:10:18] "[35m[1mGET / HTTP/1.1[0m" 500 -
2020-04-30 15:10:18,652 [INFO] | File "_internal.py" in "_log" line 113: 127.0.0.1 - - [30/Apr/2020 15:10:18] "[37mGET /?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 200 -
2020-04-30 15:10:18,660 [INFO] | File "_internal.py" in "_log" line 113: 127.0.0.1 - - [30/Apr/2020 15:10:18] "[37mGET /?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 200 -
2020-04-30 15:10:18,668 [INFO] | File "_internal.py" in "_log" line 113: 127.0.0.1 - - [30/Apr/2020 15:10:18] "[37mGET /?__debugger__=yes&cmd=resource&f=jquery.js HTTP/1.1[0m" 200 -
2020-04-30 15:10:18,813 [INFO] | File "_internal.py" in "_log" line 113: 127.0.0.1 - - [30/Apr/2020 15:10:18] "[37mGET /?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 200 -
2020-04-30 15:10:18,818 [INFO] | File "_internal.py" in "_log" line 113: 127.0.0.1 - - [30/Apr/2020 15:10:18] "[37mGET /?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1[0m" 200 -
2020-04-30 15:10:18,839 [INFO] | File "_internal.py" in "_log" line 113: 127.0.0.1 - - [30/Apr/2020 15:10:18] "[37mGET /?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 200 -
2020-04-30 15:10:37,254 [INFO] | File "_internal.py" in "_log" line 113:  * Detected change in 'C:\\Users\\X370\\projects\\P7_GrandPy\\app\\config\\config.py', reloading
2020-04-30 15:10:37,286 [INFO] | File "_internal.py" in "_log" line 113:  * Restarting with stat
2020-04-30 15:10:37,739 [WARNING] | File "_internal.py" in "_log" line 113:  * Debugger is active!
2020-04-30 15:10:37,747 [INFO] | File "_internal.py" in "_log" line 113:  * Debugger PIN: 762-585-039
2020-04-30 15:10:37,755 [INFO] | File "_internal.py" in "_log" line 113:  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2020-04-30 15:10:39,318 [INFO] | File "_internal.py" in "_log" line 113: 127.0.0.1 - - [30/Apr/2020 15:10:39] "[37mGET / HTTP/1.1[0m" 200 -
2020-04-30 15:10:48,170 [INFO] | File "api_request.py" in "api_request" line 28: Handling google API request tour+eiffel
2020-04-30 15:10:48,174 [DEBUG] | File "connectionpool.py" in "_new_conn" line 941: Starting new HTTPS connection (1): maps.googleapis.com:443
